"list.name","title.identifier","title.title","title.publisher","title.primary_author","title.publication_year"
"UoY_HYMS",9780470655191,"Obstetrics and Gynaecology","Wiley-Blackwell","Impey, L.",2012
"UoY_HYMS",9780470655511,"General practice at a glance"," Wiley-Blackwell","Booton, P.",2013
"UoY_HYMS",9780470655719,"Medical microbiology and infection at a glance.","Blackwell","Gillespie, S.H.",2012
"UoY_HYMS",9780470656549,"Medical genetics at a glance"," Wiley-Blackwell","Pritchard, D.J.",2013
"UoY_HYMS",9780470657072,"Lecture notes : paediatrics"," John Wiley and Sons Ltd.","Newell, S.J.",2013
"UoY_HYMS",9780470657898,"Medical Pharmacology at a glance","Wiley-Blackwell","Neal, M.",2012
"UoY_HYMS",9780470658482,"Clinical oncology"," Hodder Arnold","Neal, A.J. and Hoskin, P.J.",2009
"UoY_HYMS",9780470659410,"OSCEs for medical finals"," Wiley-Blackwell","Khan, H.",2013
"UoY_HYMS",9780470659465,"ABC of sleep medicine"," Wiley-Blackwell","Reading, P.",2013
"UoY_HYMS",9780470670934,"ABC of emergency radiology."," Wiley-Blackwell","Chan, O.",2013
"UoY_HYMS",9780470671313,"OSCEs at a glance"," Wiley-Blackwell","Blundell, A.",2013
"UoY_HYMS",9780470672044,"ABC of kidney disease"," John Wiley & Sons","Goldsmith, D., Jayawardene, S., and Ackland, P.",2013
"UoY_HYMS",9780470672594,"ABC of resuscitation."," BMJ Books","Soar, J., Perkins, G.D., and Nolan, J.",2013
"UoY_HYMS",9780470773116,"Ballantyne's Deafness","Wiley-Blackwell","Graham, J.M.",2009
"UoY_HYMS",9780470974971,"Effective Teamwork:Practical Lessons from Organisational Research","Blackwell","Michael, A.",2012
"UoY_HYMS",9780471852148,"Psychology of medicine and surgery.","Wiley","Salmon, P.",2000
"UoY_HYMS",9780471931652,"Functional Biochemistry in Health and Disease","Wiley","Newsholme, E. and Leech, A.",2009
"UoY_HYMS",9780521035408,"Dental functional morphology : how teeth work."," Cambridge University Press","Lucas, P.",2004
"UoY_HYMS",9780521081412,"The primate fossil record."," Cambridge University Press","Hartwig, W.C.",2002
"UoY_HYMS",9780521177313,"Essential epidemiology.","Cambridge University Press","Webb, P.",2011
"UoY_HYMS",9780521346962,"Professional Judgment: a reader in clinical decision making","Cambridge University Press","Dowie, J.",1988
"UoY_HYMS",9780521585989,"Morphometric tools for landmark data : geometry and biology."," Cambridge University Press","Bookstein, F.L.",1991
"UoY_HYMS",9780521606332,"The Biological Basis of Cancer","Cambridge University Press","Mckinnell, R.G.",2006
"UoY_HYMS",9780521680431,"Thinking and deciding.","Cambridge University Press","Baron, J.",2008
"UoY_HYMS",9780521714754,"Skeletal function and form : mechanobiology of skeletal development, aging, and regeneration."," Cambridge University Press","Carter, D.R.",2001
"UoY_HYMS",9780521727556,"Ghodse's drugs and addictive behaviour.","Cambridge University Press","Ghodse, H.",2010
"UoY_HYMS",9780521760980,"Multivariable analysis : a practical guide for clinicians and public health researchers"," Cambridge University Press","Katz, M.H.",2011
"UoY_HYMS",9780521851800,"Western diseases : an evolutionary perspective."," Cambridge University Press","Pollard, T.M.",2008
"UoY_HYMS",9780563493204,"Rapid review physiology"," Elsevier Health Sciences","Brown, T.A.",2011
"UoY_HYMS",9780575035331,"Let's face it."," Victor Gollancz","Piff, C.",1985
"UoY_HYMS",9780593061381,"The young mind","Bantam","Bailey, S.",2009
"UoY_HYMS",9780631187851,"A companion to ethics."," Blackwell Reference","Singer, P.",1991
"UoY_HYMS",9780632053537,"Managing osteoarthritis in primary care","Blackwell Science","Hosie, G.",2000
"UoY_HYMS",9780632054046,"The Biology of Disease","Blackwell Science","Phillips, J.",2001
"UoY_HYMS",9780674046368,"The evolution of the human head.","Cambridge, Mass. ; Belknap Press of Harvard University Press","Lieberman, D.",2011
"UoY_HYMS",9780691128047,"Bones : structure and mechanics.","Princeton, N.J. ; Princeton University Press","Currey, J.D.",2006
"UoY_HYMS",9780702029011,"Sociology as applied to medicine.","Saunders","Scambler, G.",2008
"UoY_HYMS",9780702029790,"Aids to radiological differential diagnosis"," Saunders","Davies, S.G.",2009
"UoY_HYMS",9780702029936,"Kumar & Clark's clinical medicine.","Elsevier Saunders","Kumar, P.J.",2009
"UoY_HYMS",9780702030581,"Communication skills for medicine.","Churchill Livingstone/Elsevier","Lloyd, M.",2009
"UoY_HYMS",9780702030604,"Adams's outline of orthopaedics."," Elsevier Churchill Livingstone","Hamblen, D.L.",2010
"UoY_HYMS",9780702030666,"Obstetrics illustrated"," Churchill Livingstone Wordmark","Hanretty, K.P.",2010
"UoY_HYMS",9780702030697,"Clinical obstetrics and gynaecology.","Saunders","Magowan, B.",2009
"UoY_HYMS",9780702030741,"Clinical Surgery","WB Saunders Elsevier","Henry, M.M.",2012
"UoY_HYMS",9780702030857,"Davidson's Principles and Practice of Medicine","Churchill Livingstone/Elsevier","Colledge, N.R.",2010
"UoY_HYMS",9780702031274,"Evidence-based medicine: how to practice and teach EBM.","Elsevier Churchill Livingstone","Straus, S.E.",2011
"UoY_HYMS",9780702031373,"Companion to psychiatric studies.","Churchill Livingstone","Johnstone, E.C.",2010
"UoY_HYMS",9780702031571,"Textbook of psychiatry.","Churchill Livingstone","Puri, B.K.",2011
"UoY_HYMS",9780702033711,"The renal system.","Churchill Livingstone","Field, M.J.",2010
"UoY_HYMS",9780702033773,"The musculoskeletal system.","Churchill Livingstone","Sambrook, P.",2010
"UoY_HYMS",9780702033933,"Clinical orthopaedic examination","Churchill Livingstone","McRae, R.",2010
"UoY_HYMS",9780702033957,"Last's anatomy : regional and applied."," Churchill Livingstone/Elsevier","Sinnatamby, C.S. and Last, R.J.",2011
"UoY_HYMS",9780702033964,"Psychiatry","Churchill Livingstone","Stevens, L.",2011
"UoY_HYMS",9780702034718,"Rang and Dale's pharmacology.","Churchill Livingstone","Rang, H.P.",2012
"UoY_HYMS",9780702034794,"Rennie and Roberton's Textbook of Neonatology","Churchill Livingstone","Rennie, J.M.",2012
"UoY_HYMS",9780702035227,"Medical education : theory and practice","Elsevier Health Sciences","Dornan, T. et al.",2011
"UoY_HYMS",9780702037382,"Clinical neuroanatomy and neuroscience."," Saunders/Elsevier","Fitzgerald, M.J.T.",2012
"UoY_HYMS",9780702040436,"Emery's elements of medical genetics.","Churchill Livingstone/Elsevier","Turnpenny, P.D.",2012
"UoY_HYMS",9780702040917,"Hutchison's clinical methods : an integrated approach to clinical practice."," Elsevier","Glynn, M., Drake, W.M., and Hutchison, R.",2012
"UoY_HYMS",9780702042935,"Clinical pharmacy and therapeutics"," Churchill Livingston/Elsevier","Walker, R. and Whittlesea, C.",2012
"UoY_HYMS",9780702044496,"Dermatology: an illustrated colour text","Churchill Livingstone","Gawkrodger, D.",2012
"UoY_HYMS",9780702045516,"A Practical Guide for Medical Teachers","Churchill Livingstone","Dent, J. and Harden, R.A.",2013
"UoY_HYMS",9780702046414,"The ECG made easy","Churchill Livingstone","Hampton, J.",2013
"UoY_HYMS",9780702047473,"Wheater's functional histology : a text and colour atlas."," Churchill Livingstone/Elsevier","Young, B.",2014
"UoY_HYMS",9780702050374,"Synopsis of clinical ophthalmology","Butterworth-Heinemann/Elsevier","Kanski, J.J.",2012
"UoY_HYMS",9780702051319,"Gray's anatomy for students"," Churchill Livingstone","Drake, R.L.",2014
"UoY_HYMS",9780702051418,"PACES for the MRCP : with 250 clinical cases"," Churchill Livingstone","Hall, T.",2013
"UoY_HYMS",9780702051791,"Clinical biochemistry : an illustrated colour text."," Churchill Livingstone","Gaw, A.",2013
"UoY_HYMS",9780702051807,"Medical pharmacology and therapeutics.","Elsevier","Waller, D.",2014
"UoY_HYMS",9780702053047,"Kumar & Clark's clinical medicine."," Saunders","Kumar, P.J.",2012
"UoY_HYMS",9780702054051,"Neuroanatomy : an illustrated colour text","Churchill Livingstone","Crossman, A.R.",2014
"UoY_HYMS",9780702055164,"The top 100 drugs : clinical pharmacology and practical prescribing"," Churchill Livingstone","Hitchings, A.",2014
"UoY_HYMS",9780702055560,"Sims' symptoms in the mind.","Saunders","Oyebode, F.",2014
"UoY_HYMS",9780723434511,"Human anatomy: color atlas and textbook","Mosby / Elsevier","Guyton, A.C.",2008
"UoY_HYMS",9780723434511,"Human anatomy.","Mosby","Gosling, J.A.",2008
"UoY_HYMS",9780723434542,"Clinical examination.","Mosby","Epstein, O.",2008
"UoY_HYMS",9780723434559,"Clinical chemistry"," Mosby","Marshall, W.J.",2008
"UoY_HYMS",9780723435655,"Illustrated textbook of paediatrics.","Mosby","Lissauer, T.",2011
"UoY_HYMS",9780723436010,"Mims' medical microbiology."," Elsevier Saunders","Goering, R.V.",2012
"UoY_HYMS",9780723436287,"Cardiovascular system","Mosby/Elsevier","Evans, J.D.W.",2012
"UoY_HYMS",9780723436362,"Psychiatry."," Elsevier","Marwick, K.",2013
"UoY_HYMS",9780727908575,"Atlas of Breast examination","BMJ","Fentiman, I.S.",1997
"UoY_HYMS",9780727914781,"Elementary economic evaluation in health care.","BMJ Books","Jefferson, T.",2000
"UoY_HYMS",9780727915535,"Getting research findings into practice.","BMJ","Haines, A.",2001
"UoY_HYMS",9780727915566,"ABC of psychological medicine.","BMJ Publishing","Mayou, R.",2003
"UoY_HYMS",9780727915993,"Clinical trials.","BMJ Books","Duley, L.",2002
"UoY_HYMS",9780727916594,"ABC of Eyes","BMJ Books","Khaw, P.T.",2004
"UoY_HYMS",9780727918178,"ABC of Child protection","Blackwell/BMJ","Meadow, R.",2007
"UoY_HYMS",9780745625690,"Ethics in medicine."," Polity","Jackson, J.C.",2006
"UoY_HYMS",9780746306420,"Out of sight : the experience of disability, 1900-1950."," Northcote House","Humphries, S.",1992
"UoY_HYMS",9780763798796,"Core curriculum for lactation consultant practice.","Jones and Bartlett Publishers","Mannel, R.",2013
"UoY_HYMS",9780781754002,"The Headaches","Lippincott Williams & Wilkins","Olesen, J.",2006
"UoY_HYMS",9780781762748,"Essential clinical anatomy.","Lippincott Williams & Wilkins","Moore, K.L.",2007
"UoY_HYMS",9780781765626,"Practical Management of the Dizzy Patient","Lippincott Williams & Wilkins","Goebel, J.A.",2008
"UoY_HYMS",9780781770125,"Textbook of cardiovascular medicine"," Lippincott Williams & Wilkins","Topol, E.J. and Califf, R.M.",2007
"UoY_HYMS",9780781778176,"Neuroscience: Exploring the Brain","Lippincott Williams & Wilkins","Bear, M.F. et al.",2007
"UoY_HYMS",9780781791861,"Merritt's Neurology","Lippincott Williams & Wilkins","Rowland, L.P.",2009
"UoY_HYMS",9780781795302,"Handbook of Nephrology and Hypertension","Wolters Kluwer/Lippincott Williams & Wilkins","Wilcox, C.",2009
"UoY_HYMS",9780787987664,"Leading in a Culture of Change","San Francisco","Fullan, M.",2001
"UoY_HYMS",9780805073690,"Why zebras don't get ulcers.","Henry Holt","Sapolsky, R.M.",2004
"UoY_HYMS",9780815344551,"Essential cell biology.","Taylor and Francis","Alberts, B.",2014
"UoY_HYMS",9780815365143,"Microbiology : a clinical approach"," Garland Science","Strelkauskas, A.J.",2010
"UoY_HYMS",9780826130273,"Curriculum development and evaluation in nursing","Springer","Keating, S.",2010
"UoY_HYMS",9780853697411,"BNF for children"," BMJ Publishing","Royal Pharmaceutical Society of Great Britain",2014
"UoY_HYMS",9780857111388,"British National Formulary"," BMJ Group ; Pharmaceutical Press","British Medical Association",2014
"UoY_HYMS",9780859698504,"Coping successfully with pain."," Sheldon press","Shone, N.",2002
"UoY_HYMS",9780865427310,"Behavioural ecology : an evolutionary approach.","Malden, M.A. ; Blackwell","Krebs, J.R.",1997
"UoY_HYMS",9780878936953,"Neuroscience"," Sinauer Associates","Purves, D.",2012
"UoY_HYMS",9780955254734,"Symptom Management In Advanced Cancer","Palliativedrugs.com","Twycross, R.",2009
"UoY_HYMS",9780957149908,"The unofficial guide to passing OSCEs"," Zeshan Qureshi","Qureshi, Z.",2012
"UoY_HYMS",9780972252225,"Food, nutrition, physical activity and the prevention of cancer.","World Cancer Research Fund","World Cancer Research Fund",2007
"UoY_HYMS",9781107686465,"Stahl's essential psychopharmacology.","Cambridge University Press","Stahl, S.M.",2013
"UoY_HYMS",9781118065594,"Handbook of palliative care","Blackwell Publishing","Carter, Y. and Faull, C.",2012
"UoY_HYMS",9781118065594,"Handbook of palliative care"," Wiley-Blackwell","Faull, C.",2013
"UoY_HYMS",9781118272206,"Surgery at a glance"," Wiley-Blackwell","Grace, P.A.",2013
"UoY_HYMS",9781118286531,"Devita, Hellman, and Rosenberg's cancer"," Wolters Kluwer","DeVita, V.T., Jr., Lawrence, T.S., and Rosenberg, S.A.",2015
"UoY_HYMS",9781118292396,"Medical biochemistry at a glance"," Wiley-Blackwell","Salway, J.G.",2012
"UoY_HYMS",9781118293614,"Histology at a glance"," Wiley-Blackwell","Peckham, M.",2011
"UoY_HYMS",9781118308509,"Rapid review pharmacology"," Elsevier Health Sciences","Pazdernik, T.",2010
"UoY_HYMS",9781118332320,"ABC of Major Trauma","Wiley-Blackwell","Driscoll, P.",2014
"UoY_HYMS",9781118344996,"Principles of human anatomy."," John Wiley & Sons","Tortora, G.J.",2014
"UoY_HYMS",9781118345009,"Principles of Anatomy and Physiology.","Wiley","Tortora, G.J.",2014
"UoY_HYMS",9781118369692,"Oncology at a glance"," Wiley-Blackwell","Dark, G.",2013
"UoY_HYMS",9781118378205,"Lecture Notes: Psychiatry","Blackwell Publishing","Gulati, G.",2013
"UoY_HYMS",9781118383926,"The gastrointestinal system at a glance"," Wiley-Blackwell","Keshav, S.",2013
"UoY_HYMS",9781118424193,"ABC of ear, nose, and throat"," Wiley-Blackwell","Ludman, H. and Bradley, P.J.",2013
"UoY_HYMS",9781118467930,"Ear, nose, and throat at a glance"," Wiley-Blackwell","Munir, N.",2013
"UoY_HYMS",9781118472408,"Understanding medical education : evidence, theory, and practice"," Wiley-Blackwell","Swanwick, T.",2014
"UoY_HYMS",9781118490969,"The situational judgement test at a glance"," Wiley-Blackwell","Varian, F.",2013
"UoY_HYMS",9781118498576,"Clinical medicine : lecture notes"," Wiley-Blackwell","Bradley, J.",2012
"UoY_HYMS",9781118518427,"Dermatology at a glance"," Wiley-Blackwell","Chowdhury, M.M.U.",2013
"UoY_HYMS",9781118519387,"Medical statistics from scratch : an introduction for health professionals."," John Wiley & Sons","Bowers, D.",2014
"UoY_HYMS",9781118682135,"Rapid neurology and neurosurgery"," John Wiley and Sons Ltd","Abhinav, K., Edwards, R., and Whone, A.",2012
"UoY_HYMS",9781118691069,"Radiology at a glance"," John Wiley","Chowdhury, R.",2010
"UoY_HYMS",9781118713617,"Rheumatology, orthopaedics, and trauma at a glance"," Wiley-Blackwell","Swales, C.",2012
"UoY_HYMS",9781119967255,"ABC of medically unexplained symptoms"," Wiley-Blackwell","Burton, C.",2013
"UoY_HYMS",9781135370305,"Apprenticeship : Towards a New Paradigm of Learning"," Kogan Page","Ainley, P. and Rainbird, H.",1999
"UoY_HYMS",9781138786455,"The lecturer's toolkit : a practical guide to assessment, learning and teaching."," Routledge","Race, P.",2015
"UoY_HYMS",9781259253751,"Vertebrates : comparative anatomy, function, evolution."," McGraw-Hill","Kardong, K.V.",2015
"UoY_HYMS",9781284040883,"Introduction to 12-lead ECG : the art of interpretation","Jones & Bartlett","Garcia, T.B.",2015
"UoY_HYMS",9781299749757,"ECG at a glance"," Blackwell Pub.","Davey, P.",2008
"UoY_HYMS",9781299759725,"Obstetrics and gynecology at a glance"," Wiley-Blackwell","Norwitz, E.R.",2013
"UoY_HYMS",9781299826823,"Clinical neuroanatomy"," McGraw-Hill","Waxman, S.G.",2013
"UoY_HYMS",9781306069137,"The Foundation Programme at a glance"," John Wiley & Sons","Carney, S.",2014
"UoY_HYMS",9781315820927,"A Critique of Emotional Intelligence","Routledge","Murphy, K.",2006
"UoY_HYMS",9781405111928,"Pocket Consultant : Gastroenterology"," Blackwell","Travis, S.P.L.",2005
"UoY_HYMS",9781405118606,"Lishman's organic psychiatry.","Blackwell","David, A.S.","2009/2012"
"UoY_HYMS",9781405122320,"Professional Development: A guide for primary care."," Blackwell","Attwood, M.",2005
"UoY_HYMS",9781405122702,"Lecture Notes. Urology","Wiley-Blackwell","Blandy, J.",2009
"UoY_HYMS",9781405126656,"Infection.","Blackwell Pub","Bannister, B.A.",2006
"UoY_HYMS",9781405127660,"Stroke","Blackwell","Warlow, C.",2008
"UoY_HYMS",9781405129626,"Acute medicine a practical guide to the management of medical emergencies"," Blackwell","Sprigings, D.",2008
"UoY_HYMS",9781405136747,"ABC of obesity.","Blackwell Publishing","Sattar, N.",2007
"UoY_HYMS",9781405143363,"Principles of human evolution."," Blackwell Pub. Co","Lewin, R.",2004
"UoY_HYMS",9781405145930,"Rutter's child and adolescent psychiatry.","Blackwell","Rutter, M.",2008
"UoY_HYMS",9781405148474,"De Swiet's medical disorders in obstetric practice"," Wiley-Blackwell","Powrie, R.O., Greene, M.F., and Camann, W.",2010
"UoY_HYMS",9781405157087,"Lecture notes : Cardiology","Blackwell","Gray, H.H.",2008
"UoY_HYMS",9781405169110,"Textbook of gastroenterology","Blackwell","Yamada, T.",2009
"UoY_HYMS",9781405169424,"ABC of geriatric medicine"," BMJ/Blackwell Pub.","Cooper, N., Forrest, K., and Mulley, P.",2009
"UoY_HYMS",9781405170154,"Cancer and its Management","Wiley-Blackwell","Tobias, J.S.",2010
"UoY_HYMS",9781405170253,"Emergency surgery"," Wiley-Blackwell","Brooks, A.",2010
"UoY_HYMS",9781405170390,"Diagnostic Imaging","Wiley-Blackwell","Armstrong, P.",2009
"UoY_HYMS",9781405170659,"ABC of dermatology","Wiley-Blackwell","Buxton, P.",2009
"UoY_HYMS",9781405170680,"ABC of Rheumatology","BMJ and Blackwell","Adebajo, A.",2010
"UoY_HYMS",9781405172301,"Essential guide to acute care","Blackwell","Cooper, N.",2006
"UoY_HYMS",9781405177849,"ABC of diabetes"," Wiley-Blackwell","Holt, T.A., Kumar, S., and Watkins, P.",2010
"UoY_HYMS",9781405178198,"Swanton's Cardiology: A Concise Guide to Clinical Practice (Pocket Consultant)"," Blackwell","Swanton, R.J.",2008
"UoY_HYMS",9781405180801,"Brook's clinical pediatric endocrinology"," Wiley-Blackwell","Brook, C.G., Clayton, P.E., and Brown, R.S.",2009
"UoY_HYMS",9781405181174,"Psychiatry at a glance.","Wiley-Blackwell","Katona, C.L.E.",2012
"UoY_HYMS",9781405181952,"The 10-minute clinical assessment"," Wiley-Blackwell/BMJ","Schroeder, K.",2010
"UoY_HYMS",9781405183215,"Gastroenterology and hepatology"," Wiley-Blackwell","Emmanuel, A.",2011
"UoY_HYMS",9781405184090,"Handbook of diabetes","Wiley-Blackwell","Bilous, R.",2010
"UoY_HYMS",9781405187565,"Anaesthesia at a glance"," Wiley-Blackwell","Stone, J.",2013
"UoY_HYMS",9781405189019,"Adult emergency medicine at a glance"," John Wiley & Sons","Hughes, T.",2011
"UoY_HYMS",9781405190961,"Psychiatry","Wiley-Blackwell","Burton, N.",2009
"UoY_HYMS",9781405191005,"Statistics at square one.","Wiley-Blackwell/BMJ Books","Campbell, M.J.",2009
"UoY_HYMS",9781405191814,"Textbook of diabetes."," Wiley-Blackwell","Holt, R.I.G.",2010
"UoY_HYMS",9781405194747,"Paediatrics and Child Health","Wiley-Blackwell","Rudolf, M.",2011
"UoY_HYMS",9781405195133,"Lecture notes : Oncology"," Wiley-Blackwell","Bower, M.",2010
"UoY_HYMS",9781405195713,"Lecture notes : dermatology","Wiley-Blackwell","Graham-Brown, R.",2011
"UoY_HYMS",9781405198165,"ABC of sexually transmitted infections"," BMJ Books","Rogstad, K.E.",2011
"UoY_HYMS",9781405199193,"The respiratory system at a glance","Wiley-Blackwell","Ward, J.",2010
"UoY_HYMS",9781405199438,"Morson and Dawson's gastrointestinal pathology."," Wiley-Blackwell","Morson, B.C.",2013
"UoY_HYMS",9781412921268,"Developing effective research proposals"," Sage","Punch, K.F.",2006
"UoY_HYMS",9781412923521,"Values, ethics and health care."," SAGE","Duncan, P.",2010
"UoY_HYMS",9781412965446,"Collaborative Leadership: Developing EffectivePartnerships in Communities and Schools","Thousand Oaks, C.A.","Rubin, H.",2002
"UoY_HYMS",9781416045748,"Guyton and Hall textbook of medical physiology.","Saunders/Elsevier","Hall, J.E.",2011
"UoY_HYMS",9781416059400,"Hacker and Moore's essentials of obstetrics and gynaecology","Saunder's","Hacker, N.",2010
"UoY_HYMS",9781416062318,"Brocklehurst's Textbook of Geriatric Medicine and Gerontology","WB Saunders Elsevier","Fillit, H.",2010
"UoY_HYMS",9781416613626,"Classroom instruction that works"," Association for Supervision and Curriculum Development","Marzano, R.J., Pickering, D.J., and Pollock, J.E.",2012
"UoY_HYMS",9781437703986,"Braunwald's heart disease: a textbook of cardiovascular medicine","Saunders","Bonow, R.O.",2012
"UoY_HYMS",9781437707557,"Nelson Textbook of Pediatrics","WB Saunders Elsevier","Kliegman, R.",2011
"UoY_HYMS",9781441934673,"Modern morphometrics in physical anthropology.","New York ; Springer","Slice, D.E.",2011
"UoY_HYMS",9781444108316,"Psychology.","Hodder Education","Gross, R.D.",2010
"UoY_HYMS",9781444109252,"Illustrated clinical anatomy"," Hodder Arnold","Abrahams, P.H.",2011
"UoY_HYMS",9781444120646,"A textbook of general practice"," Hodder Arnold","Stephenson, A.",2011
"UoY_HYMS",9781444121285,"Bailey & Love's short practice of surgery","Hodder Arnold","Williams, N.",2013
"UoY_HYMS",9781444121827,"Imaging for students","Hodder Arnold","Lisle, D.",2012
"UoY_HYMS",9781444122855,"Core clinical cases in obstetrics and gynaecology a problem-solving approach"," Hodder Arnold","Mires, G.",2011
"UoY_HYMS",9781444174311,"Apley's concise system of orthopaedics and fractures","Hodder Arnold","Solomon, L.",2014
"UoY_HYMS",9781444334364,"How to read a paper : the basics of evidence-based medicine"," Wiley-Blackwell","Greenhalgh, T.",2014
"UoY_HYMS",9781444334401,"General Surgery","Blackwell","Ellis, H.",2011
"UoY_HYMS",9781444334784,"Epidemiology, Evidence-Based Medicine and Public Health","Wiley-Blackwell","Ben-Shlomo, Y., Brookes, S., and Hickman, M.",2013
"UoY_HYMS",9781444335750,"Essential reproduction.","John Wiley","Johnson, M.H.",2013
"UoY_HYMS",9781444337082,"Medical ethics today.","BMJ Books","English, V.",2012
"UoY_HYMS",9781444337969,"ABC of Breast Diseases","BMJ","Dixon, J.M.",2012
"UoY_HYMS",9781444346909,"ABC of prostate cancer"," Wiley-Blackwell","Dasgupta, P. and Kirby, R.S.",2012
"UoY_HYMS",9781444350845,"A companion to bioethics."," Wiley","Kuhse, H.",2009
"UoY_HYMS",9781444392890,"Nephrology"," Wiley-Blackwell","Clatworthy, M.",2010
"UoY_HYMS",9781444392975,"Endocrinology and diabetes clinical cases uncovered"," Wiley-Blackwell","Ajjan, R.",2010
"UoY_HYMS",9781445379500,"Succeeding in your medical school OSCEs"," BPP Learning Media","Dhamija, B.",2013
"UoY_HYMS",9781445381596,"Core clinical cases for medical students a problem-based learning approach for succeeding at medical school"," BPP Learning Media","Chang, J.",2011
"UoY_HYMS",9781446207109,"The good writing guide for education students"," SAGE Publications","Wyse, D.",2012
"UoY_HYMS",9781446208953,"Medicine as culture : illness, disease and the body.","Los Angeles ; SAGE","Lupton, D.",2012
"UoY_HYMS",9781450412803,"Clinical Exercise Physiology","Human Kinetics","Ehrman, J.K. et al.",2013
"UoY_HYMS",9781450453493,"Advanced Cardiovascular Exercise Physiology","Human Kinetics","Smith, D.L. and Fernhall, B.",2011
"UoY_HYMS",9781451107135,"Pulmonary pathophysiology : the essentials.","Philadelphia ; Wolters Kluwer/Lippincott Williams & Wilkins Health","West, J.B.",2012
"UoY_HYMS",9781451144611,"Langman's medical embryology.","Philadelphia, Pa. ; Lippincott Williams & Wilkins","Sadler, T.W.",2011
"UoY_HYMS",9781451173291,"Basic Clinical Neuroscience","Lippincott Williams and Wilkins","Young, P.A. et al.",2015
"UoY_HYMS",9781451176124,"Lippincott's pocket neuroanatomy"," Lippincott Williams & Wilkins","Gould, D.J.",2014
"UoY_HYMS",9781451184471,"Clinically oriented anatomy."," Lippincott Williams & Wilkins","Moore, K.L.",2014
"UoY_HYMS",9781455739776,"Netter's atlas of human embryology","W.B. Saunders Company","Cochard, L.R.",2012
"UoY_HYMS",9781455739844,"Ophthalmology","Mosby-Elsevier","Yanoff, M.",2013
"UoY_HYMS",9781455745807,"Medical biochemistry.","Mosby","Baynes, J.W.",2014
"UoY_HYMS",9781455745807,"Textbook of medical physiology","WB Saunders Elsevier","Baynes, J.",2014
"UoY_HYMS",9781455746965,"Cummings Otolaryngology head & neck surgery","Mosby-Elsevier","Flint, P.W.",2015
"UoY_HYMS",9781461437840,"Principles of renal physiology.","Kluwer","Lote, C.J.",2012
"UoY_HYMS",9781462515752,"Applied Qualitative Research Design: A Total Quality Framework Approach","Guilford Press","Roller, M.R. and Lavrakas, P.",2015
"UoY_HYMS",9781469832012,"Essential clinical anatomy.","Lippincott Williams & Wilkins","Moore, K.L.",2014
"UoY_HYMS",9781473913936,"Doing Excellent Small-Scale Research"," Sage","Layder, D.",2013
"UoY_HYMS",9781482250312,"Mind Maps for Medical Students","CRC Press","Smith, O.A.",2015
"UoY_HYMS",9781492918264,"Situational judgement test for the Foundation Years Programme"," CreateSpace","Taha, O.",2013
"UoY_HYMS",9781560536178,"ENT Secrets","Mosby-Elsevier","Jafek, B.W.",2004
"UoY_HYMS",9781560559870,"Practical Ophthalmology","American Academy of Ophthalmology","Wilson, F.M.",2009
"UoY_HYMS",9781608315727,"Basic medical biochemistry : a clinical approach","Lippincott Williams and Wilkins","Marks, D.B., Marks, A.D., and Smith, C.M.",2012
"UoY_HYMS",9781609136406,"Respiratory physiology : the essentials."," Wolters Kluwer Health/Lippincott Williams & Wilkins","West, J.B.",2012
"UoY_HYMS",9781609182274,"Motivational interviewing: helping people change","Guilford Press","Miller, W.R.",2012
"UoY_HYMS",9781782381204,"The Ethics of the New Eugenics"," Berhahn","Mackellar, C. and Bechtel, C.",2014
"UoY_HYMS",9781841842813,"Atlas of psychiatric pharmacotherapy","Informa healthcare","Shiloh, R.",2006
"UoY_HYMS",9781843146773,"The law and ethics of medical research : international bioethics and human rights."," Cavendish","Plomer, A.",2005
"UoY_HYMS",9781846190421,"Problem-based psychiatry","Radcliffe","Green, B.",2009
"UoY_HYMS",9781846192098,"Donaldsons' essential public health.","Radcliffe","Donaldson, L.J.",2009
"UoY_HYMS",9781846193651,"Skills for communicating with patients.","Radcliffe","Silverman, J.",2013
"UoY_HYMS",9781846194085,"Getting research published : an A to Z of publication strategy"," Radcliffe","Wager, E.",2010
"UoY_HYMS",9781846194269,"Essential geriatrics"," Radcliffe","Woodford, H.",2010
"UoY_HYMS",9781846194337,"Diagnosis in acute medicine"," Radcliffe","Gonem, S.",2010
"UoY_HYMS",9781846195662,"Patient-centered medicine: transforming the clinical method","Radcliffe Medical Press","Stewart, M.",2013
"UoY_HYMS",9781846198830,"Developing Leadership Skills for Health and Social Care Professionals"," Radcliffe Publishing Limited","Phillips, A.",2013
"UoY_HYMS",9781846199691,"Transforming Medical Education for the 21st Century : megatrends, priorities and change","Radcliffe","Lueddeke, G.R. and Dayrit, M.M.",2012
"UoY_HYMS",9781846288326,"General Surgery","Springer","Bland, K.",2009
"UoY_HYMS",9781847872753,"The Curriculum, Theory and Practice"," Chapman","Kelly, A.",2009
"UoY_HYMS",9781848600089,"Learning and teaching in higher education : the reflective professional"," Paul Chapman","Light, G.",2009
"UoY_HYMS",9781853155604,"WHO guide to mental and neurological health in primary care.","Royal Scoiety of Medicine Press","Jenkins, R.",2004
"UoY_HYMS",9781853157325,"Medicine : 300 SBAs for finals"," Hodder Arnold","McNeillis, B.",2012
"UoY_HYMS",9781853159442,"Clinical skills explained"," Scion","Akunjee, M.",2012
