Internal ID,Parent Org. ID,Authorized Name,Organization Name,Provider,Vendor,Publisher,Licensor
7361,7361,Y,Associac?a?o Brasileira de Estudos Populacionais,N,N,Y,N
7406,7406,Y,North Carolina Library Association,N,Y,Y,N
7493,7493,Y,American Society of Exercise Physiologists,N,N,Y,N
7636,7636,Y,Business History Conference,N,N,Y,N
7783,7783,Y,Applied Science Publishers,N,N,Y,N
7810,7810,Y,Multilingual Matters Ltd,N,N,N,N
7846,7846,Y,Association for Education in Journalism and Mass Communication,N,N,Y,N
7901,7901,Y,Griswold & McWain,N,N,N,N
7912,7912,Y,Huron Tribune,N,N,N,N
7920,7920,Y,A.S. Abell Co,N,N,Y,N
7944,7944,Y,A.M. Church,N,N,N,N
7946,7946,Y,"Asian Fortune Enterprises, Inc",N,N,N,N
7994,7994,Y,American Bar Foundation,N,N,Y,N
8001,8001,Y,American Educational Research Association,N,N,Y,N
8025,8025,Y,American School of Oriental Research in Jerusalem,N,N,Y,N
8034,8034,Y,American Academy of Arts and Sciences,N,N,Y,N
8038,8038,Y,Applied Probability Trust,N,N,Y,N
8040,8040,Y,American Philosophical Association,N,N,Y,N
8047,8047,Y,Modern Humanities Research Association,N,N,Y,N
8073,8073,Y,Wiesner Publishing,N,N,N,N
8095,8095,Y,Western Washington University,N,N,N,N
8096,8096,Y,Alpha Academic,N,N,Y,N
8157,8157,Y,American Animal Hospital Association,N,Y,Y,N
8159,8159,Y,American Association for the Advancement of Science,Y,Y,Y,N
8160,8160,Y,American College of Veterinary Pathologists,N,N,Y,N
8161,8161,Y,American Dairy Science Association,N,N,Y,N
8177,8177,Y,American Society of Animal Science,N,N,Y,N
8179,8179,Y,American Lung Association,N,N,Y,N
8183,8183,Y,Company of Biologists,Y,N,Y,N
8185,8185,Y,Endocrine Society,N,N,Y,N
8192,8192,Y,Radiological Society of North America,N,N,Y,N
8199,8199,Y,Wildlife Disease Association,N,N,Y,N
8201,8201,Y,Society of Exploration Geophysicists,Y,N,Y,N
8203,8203,Y,Electrochemical Society,Y,N,Y,N
8211,8211,Y,Acoustical Society of America,Y,N,Y,N
8213,8213,Y,American Association of Physics Teachers,N,N,Y,N
8224,8224,Y,Aegean Park Press,N,N,Y,N
8244,8244,Y,Association for Political and Legal Anthropology,N,N,Y,N
8252,8252,Y,Latin American Anthropology Group,N,N,Y,N
8317,8317,Y,Institution of Mechanical Engineers,N,N,Y,N
8376,8376,Y,Forest History Society,N,N,Y,N
8414,8414,Y,Brigham Young University,N,Y,Y,N
8592,8592,Y,North Carolina State University,N,Y,Y,N
8693,8693,Y,Federation of American Societies for Experimental Biology,Y,N,Y,N
8742,8742,Y,American Industrial Arts Association,N,N,Y,N
8754,8754,Y,"Iter, Inc",N,N,Y,N
8769,8769,Y,American Journal of Science,N,N,Y,N
8770,8770,Y,American Association of State Highway and Transportation Officials,N,N,Y,N
8790,8790,Y,Institute of Economic Affairs,N,N,N,N
9070,9070,Y,AMS Press,N,N,Y,N
9087,9087,Y,University of Arkansas at Little Rock School of Law,N,N,Y,N
9109,9109,Y,American College of Legal Medicine,N,N,N,N
9156,9156,Y,Association for Measurement and Evaluation in Counseling and Development,N,N,Y,N
9197,9197,Y,Association for Asian Studies,N,N,Y,N
9245,9245,Y,Association for Educational Communications and Technology,N,N,Y,N
9334,9334,Y,American Business Law Association,N,N,N,N
9360,9360,Y,Congressional Information Service,N,N,Y,N
9394,9394,Y,Thomas Telford,N,N,Y,N
9442,9442,Y,Denki Gakkai,N,N,Y,N
9534,9534,Y,Alexander Street Press,N,Y,Y,N
9615,9615,Y,American Association of Zoo Veterinarians,N,Y,Y,N
9678,9678,Y,CINDAS LLC,N,Y,Y,N
9832,9832,Y,International Organization for Standardization,N,N,Y,N
9920,9920,Y,Vieweg,N,N,Y,N
10132,10132,Y,"Organisation for Economic Co-operation and Development, International Energy Agency",N,N,Y,N
10373,10373,Y,Maclean Hunter,N,N,Y,N
10514,10514,Y,M.I.T. Press,N,N,Y,N
10589,10589,Y,C.A.B. International,N,N,Y,N
10611,10611,Y,American Society for Quality,N,N,Y,N
10652,10652,Y,"Publication Board, Japanese Journal of Applied Physics",N,N,Y,N
10697,10697,Y,International Veterinary Acupuncture Society,N,Y,Y,N
10751,10751,Y,Aerospace Medical Association,N,N,Y,N
10806,10806,Y,Organisation for European Economic Co-operation,N,N,Y,N
10887,10887,Y,American Association of Zoo Keepers,N,Y,Y,N
10945,10945,Y,American College of Nurse-Midwives,N,N,Y,N
11175,11175,Y,Naxos Digital Services,N,N,Y,N
11318,11318,Y,Atomic Energy Society of Japan,N,N,Y,N
11328,11328,Y,Meteorological Society of Japan,N,N,Y,N
11329,11329,Y,Kobe University,N,N,Y,N
11451,11451,Y,American Scientific Publishers,N,N,Y,N
11468,11468,Y,American Association of Colleges for Teacher Education,N,N,Y,N
11518,11518,Y,American Society of Cataract and Refractive Surgery,N,N,Y,N
11540,11540,Y,American Association of Pharmaceutical Scientists,N,N,Y,N
11613,11613,Y,Encyclopaedia Britannica,N,N,Y,N
12129,12129,Y,American Personnel and Guidance Association,N,N,Y,N
12152,12152,Y,Accessible Archives,Y,N,Y,N
12307,12307,Y,American Society of Agricultural and Biological Engineers,Y,Y,Y,N
12317,12317,Y,Society of Chemical Industry,N,N,Y,N
12351,12351,Y,Croft Educational Services,N,N,Y,N
12362,12362,Y,New York Academy of Medicine,N,N,Y,N
12498,12498,Y,American Nutrition Society,N,N,Y,N
12534,12534,Y,Louisiana Agricultural Experiment Station,N,N,Y,N
12556,12556,Y,Institute of Textile Technology,N,N,Y,N
12627,12627,Y,Technical Association of the Pulp and Paper Industry,N,N,Y,N
12677,12677,Y,Harvard Graduate School of Education,N,N,Y,N
12844,12844,Y,Von Karman Institute for Fluid Dynamics,N,N,Y,N
12880,12880,Y,Thomson ISI,N,N,Y,N
13156,13156,Y,Information Handling Services,N,N,Y,N
13195,13195,Y,Institute for Operations Research and the Management Sciences,N,N,Y,N
13251,13251,Y,Davis Publications,N,N,Y,N
13303,13303,Y,Kinokuniya Book-Store,N,N,Y,N
13343,13343,Y,U.S. Army Engineer Center and Fort Belvoir,N,N,Y,N
13382,13382,Y,American Vocational Association,N,N,Y,N
13783,13783,Y,Interweave Press,N,N,Y,N
13886,13886,Y,Astronomical Society of the Pacific,N,N,Y,N
13952,13952,Y,Canadian Forestry Service,N,N,Y,N
14075,14075,Y,People's Computer Co,N,N,Y,N
14107,14107,Y,Roper Center for Public Opinion Research,N,Y,Y,N
14148,14148,Y,National Trust for Historic Preservation in the United States,N,N,Y,N
14280,14280,Y,Scientific and Technical Press,N,N,Y,N
14502,14502,Y,Global Science Press,N,N,Y,N
14570,14570,Y,AT&T,N,N,Y,N
14613,14613,Y,American Health Consultants,N,Y,Y,N
14925,14925,Y,Barnes & Noble,N,N,Y,N
15100,15100,Y,European Association of Exploration Geophysicists,N,N,Y,N
15302,15302,Y,"Institute of Electronics, Information and Communication Engineers",N,N,N,N
15326,15326,Y,Garden Club of North Carolina,N,N,Y,N
15426,15426,Y,Air & Waste Management Association,N,N,Y,N
15439,15439,Y,F. Hodgson,N,N,Y,N
15556,15556,Y,A. Strahan,N,N,Y,N
16224,16224,Y,American Association for Laboratory Animal Science,N,N,Y,N
16283,16283,Y,"Cambridge Scientific Abstracts, Inc",N,N,Y,N
16315,16315,Y,American Orthopaedic Society for Sports Medicine,N,N,Y,N
16712,16712,Y,Canadian Wood Council,N,N,Y,N
16717,16717,Y,"Institute of Society, Ethics and the Life Sciences",N,N,Y,N
16897,16897,Y,"American Alliance for Health, Physical Education, Recreation, and Dance",N,N,Y,N
17152,17152,Y,Gale Group,N,N,Y,N
17480,17480,Y,Canadian Association for Publishing in Philosophy,N,N,Y,N
17697,17697,Y,Society of Dyers and Colourists,N,N,Y,N
17716,17716,Y,Institute of Internal Auditors,N,N,Y,N
17763,17763,Y,Armed Forces Institute of Pathology,N,N,Y,N
17835,17835,Y,Mosby-Year Book,N,N,Y,N
17893,17893,Y,North Carolina State University Libraries,N,N,Y,N
18178,18178,Y,Association of Zoos & Aquariums,N,N,Y,N
18303,18303,Y,Academy of Sciences of the USSR,N,N,Y,N
18308,18308,Y,Farbenfabriken Bayer Aktiengesellschaft,N,N,Y,N
18674,18674,Y,Triangle Research Libraries Network,N,Y,Y,N
18833,18833,Y,Government Finance Officers Association,N,Y,Y,N
18931,18931,Y,Selbstverlag des Bibliographikon,N,N,Y,N
18946,18946,Y,Association for Cultural Economics,N,N,N,N
19019,19019,Y,Association for the Journal of Religious History,N,N,Y,N
19025,19025,Y,LexisNexis,Y,N,Y,N
19145,19145,Y,American Genetic Association,N,N,Y,N
19258,19258,Y,Institute of Grassland and Environmental Research,N,N,Y,N
19393,19393,Y,American Trade Magazines,N,N,Y,N
19453,19453,Y,Institute of Noise Control Engineering,N,N,Y,N
19534,19534,Y,SPIE,N,N,Y,N
19564,19564,Y,American Society of Educators,N,N,Y,N
19639,19639,Y,SRI Consulting,N,Y,Y,N
19724,19724,Y,Human Factors and Ergonomics Society,N,Y,Y,N
19776,19776,Y,London School of Hygiene and Tropical Medicine,N,N,Y,N
19891,19891,Y,Association for Counselor Education and Supervision,N,N,Y,N
20195,20195,Y,Greenwood Publishing Group,N,N,Y,N
20199,20199,Y,American Missionary Association,N,N,Y,N
20250,20250,Y,Sports Business Research Network,N,N,Y,N
20365,20365,Y,EBSCO,N,Y,Y,N
20476,20476,Y,Institute of Pacific Relations,N,N,Y,N
20639,20639,Y,Society for the Psychological Study of Social Issues,N,N,Y,N
20667,20667,Y,ABC-CLIO,N,N,Y,N
20962,20962,Y,American Heart Association,N,N,Y,N
21066,21066,Y,American College Counseling Association,N,N,Y,N
21102,21102,Y,American Society of Refrigerating Engineers,N,N,Y,N
21248,21248,Y,Association for Career and Technical Education Research,N,N,Y,N
21346,21346,Y,American Institute of Nutrition,N,N,Y,N
21377,21377,Y,Society of American Archivists,N,N,Y,N
21418,21418,Y,International Association for Bear Research and Management,N,N,Y,N
21444,21444,Y,American Society for Clinical Nutrition,N,N,Y,N
21519,21519,Y,Arkansas Agricultural Experiment Station,N,N,Y,N
21641,21641,Y,Air Force Logistics Management Agency,N,N,Y,N
21658,21658,Y,ARTstor,N,Y,Y,N
21763,21763,Y,CQ Press,Y,Y,Y,N
22051,22051,Y,Neal-Schuman Publishers,N,N,Y,N
22053,22053,Y,Anyone Corporation,N,N,Y,N
22248,22248,Y,American Society of Human Genetics,N,N,Y,N
22269,22269,Y,Association for the Advancement of Psychotherapy,N,N,Y,N
22305,22305,Y,Adenine Press,N,N,Y,N
22353,22353,Y,A. Huethig,N,N,Y,N
22524,22524,Y,American Association of Museums,N,Y,Y,N
22647,22647,Y,Association for Feminist Anthropology,N,N,Y,N
22779,22779,Y,Bekeley Electronic Press,N,N,Y,N
22825,22825,Y,National Library Service for the Blind and Physically Handicapped,N,N,Y,N
23167,23167,Y,Getty Conservation Institute,N,N,Y,N
23173,23173,Y,"English Dept., East Carolina University, and the North Carolina Literary and Historical Association",N,N,Y,N
23363,23363,Y,Thomson Reuters,N,N,Y,N
23447,23447,Y,Canadian Association of African Studies,N,N,Y,N
23804,23804,Y,Sierra Club,N,Y,Y,N
23839,23839,Y,"American Alliance for Health, Physical Education and Recreation",N,N,Y,N
23856,23856,Y,"American Association for Health, Physical Education, and Recreation",N,N,Y,N
23866,23866,Y,American Association for Adult and Continuing Education,N,N,Y,N
24027,24027,Y,Yale University,N,Y,Y,N
24037,24037,Y,International Hindi Association,N,Y,Y,N
24040,24040,Y,Association for Supervision and Curriculum Development,N,N,Y,N
24054,24054,Y,Association for Multicultural Counseling and Development,N,N,Y,N
24055,24055,Y,Japan Society for Analytical Chemistry,N,N,Y,N
24063,24063,Y,Association for Special Education Technology,N,N,Y,N
24074,24074,Y,American College of Chest Physicians,N,N,Y,N
24177,24177,Y,Advertising Research Foundation,N,N,Y,N
24178,24178,Y,Harrassowitz,N,Y,N,N
24182,24182,Y,Blackwell North America,N,Y,Y,N
24188,24188,Y,"Ovid Technologies, Inc",N,N,N,N
24189,24189,Y,Swets Information Services,N,Y,N,N
24190,24190,Y,National Security Council Central intelligence Agency,N,Y,N,N
24197,24197,Y,GIFT,N,Y,N,N
24212,24212,Y,WT Cox,N,Y,N,N
24214,24214,Y,United States Book Exchange,N,Y,N,N
24221,24221,Y,World Bank Publications,N,Y,Y,N
24223,24223,Y,American Institute of Architecture Students,N,Y,Y,N
24224,24224,Y,Bernan Associates,N,Y,N,N
24228,24228,Y,YBP Library Services,N,Y,N,N
24236,24236,Y,Coutts Library Services,N,Y,N,N
24239,24239,Y,Society for Ecological Restoration International,N,Y,Y,N
24242,24242,Y,Amazon.com,N,Y,N,N
24245,24245,Y,Thomson Scientific,N,N,N,N
24246,24246,Y,Birds of North America Online,N,Y,N,N
24247,24247,Y,Primary Source Microfilm,N,Y,N,N
24270,24270,Y,H.W. Wilson Company,N,Y,N,N
24278,24278,Y,Animal Law Review,N,Y,N,N
24279,24279,Y,Timber Mart-South,N,Y,N,N
24298,24298,Y,Coronet Books Inc,N,Y,N,N
24323,24323,Y,Urban Institute,N,Y,N,N
24336,24336,Y,"Evolutionary Ecology, Ltd",N,N,N,N
24358,24358,Y,Mintel International Group Ltd,N,N,N,N
24374,24374,Y,Lindsay and Croft,N,Y,N,N
24376,24376,Y,Chronicle of Higher Education,Y,Y,Y,N
24383,24383,Y,Mary Martin Booksellers,N,Y,N,N
24405,24405,Y,"University of Chicago, Dept. of Romance Languages and Literatures",N,Y,N,N
25147,25147,Y,"Institute of Materials, Minerals and Mining",N,N,N,N
25159,25159,Y,American Banker-Bond Buyer,N,N,N,N
27039,27039,Y,American Association for Teaching and Curriculum,N,N,Y,N
27053,27053,Y,Association for Information and Image Management International,N,N,Y,N
28279,28279,Y,American Society for Bone and Mineral Research,N,N,N,N
28821,28821,Y,"Mary Ann Liebert, Inc.",Y,N,N,N
29046,29046,Y,Chelonian Research Foundation,N,Y,Y,N
29084,29084,Y,American Association of Stratigraphic Palynologists,N,N,Y,N
30941,30941,Y,Canadian Academic Accounting Association,N,N,Y,N
30949,30949,Y,Professional Engineering Publishing,N,N,N,N
31016,31016,Y,Alexandrine Press,N,N,N,N
31022,31022,Y,Palgrave Macmillan,Y,N,Y,N
31042,31042,Y,Atypon Systems,N,N,N,N
31046,31046,Y,Academy of Traumatology,N,N,N,N
31195,31195,Y,American Society for Nutrition,N,N,Y,N
31200,31200,Y,Association for Research in Vision and Ophthalmology,N,N,N,N
31202,31202,Y,American Association of Immunologists,N,N,Y,N
31205,31205,Y,Physiological Society,N,N,Y,N
31206,31206,Y,Geological Society of London,N,N,Y,N
31210,31210,Y,"Chemical Sources International, Inc",N,N,Y,N
31223,31223,Y,BMJ Publishing Group,N,N,Y,N
31228,31228,Y,International Bee Research Association,N,N,Y,N
31345,31345,Y,BioQuip Products,N,Y,N,N
31366,31366,Y,Pensoft Publishers,N,Y,Y,N
31378,31378,Y,Wiley-Blackwell,Y,N,Y,N
32785,32785,Y,Films Media Group,N,N,N,N
32944,32944,Y,Insight Publications,N,N,N,N
33119,33119,Y,RIT Press,N,N,Y,N
33142,33142,Y,Korean Society for Biochemistry and Molecular Biology,N,N,Y,N
33471,33471,Y,ASTM International,N,N,Y,N
33600,33600,Y,Center for New American Media,N,N,N,N
33601,33601,Y,Moving Images Distribution,N,N,N,N
33603,33603,Y,California Newsreel (Firm),N,N,N,N
33726,33726,Y,Canadian Bankers' Association,N,N,Y,N
33769,33769,Y,WizŒarat al-ZirŒa¡ah,N,N,N,N
33846,33846,Y,Sage-Hindawi,N,N,Y,N
34355,34355,Y,State Library of North Carolina,N,N,Y,N
34358,34358,Y,Human Kinetics,N,N,Y,N
34444,34444,Y,Center for South Asia,N,N,N,N
34445,34445,Y,Biobest,N,N,N,N
34446,34446,Y,Ironbound Films,N,N,N,N
34451,34451,Y,AIS Educator Association,N,N,N,N
34740,34740,Y,"SilverPlatter Information, Inc",N,N,Y,N
34767,34767,Y,Morgan & Claypool Publishers,N,Y,N,N
34935,34935,Y,Channel View Publications ,N,N,N,N
34936,34936,Y,Earthscan,N,N,Y,N
34938,34938,Y,Vision Quest Film and Video Productions,N,N,N,N
34997,34997,Y,Pubget,N,N,Y,N
35006,35006,Y,Lippincott-Raven Publishers,N,N,Y,N
35046,35046,Y,Faculty of 1000,N,Y,N,N
35157,35157,Y,American Association of Veterinary Laboratory Diagnosticians,N,N,Y,N
35184,35184,Y,Global Campaign for Microbicides,N,N,N,N
35412,35412,Y,Harcourt Health Sciences,N,N,Y,N
35421,35421,Y,NAI Publishers,N,Y,N,N
35422,35422,Y,Riba Bookshops,N,Y,N,N
35649,35649,Y,Associac?a?o Brasileira de Qu‰imica,N,N,N,N
35668,35668,Y,Directory of Open Access Journals,Y,N,N,N
35710,35710,Y,Frost & Sullivan,N,N,Y,N
35733,35733,Y,Aristotelian Society,N,N,N,N
35771,35771,Y,Learning Matters,N,N,N,N
35895,35895,Y,University of Chicago Graduate Library School,N,N,N,N
35903,35903,Y,Walter de Gruyter & Co.,N,N,N,N
35907,35907,Y,Media Education Foundation,N,N,N,N
35925,35925,Y,Thomson Gale,N,N,N,N
35926,35926,Y,American Chemical Society. Chemical Abstracts Service,N,N,N,N
35927,35927,Y,R.R.Bowker Company,N,N,N,N
35934,35934,Y,AAA,N,N,Y,N
36002,36002,Y,"NA Publishing, Inc",N,N,N,N
36003,36003,Y,American Academy of Neurology,N,N,N,N
36004,36004,Y,J.B. Lippincott & Co.,N,N,N,N
36005,36005,Y,American Psychiatric Publishing,N,N,N,N
36006,36006,Y,Nutrition Society (Great Britain),N,N,N,N
36007,36007,Y,Institution of Civil Engineers (Great Britain),N,N,N,N
36124,36124,Y,Carol Davila University Press,N,N,N,N
36125,36125,Y,University of Zagreb. Faculty of Forestry,N,N,N,N
36126,36126,Y,University of Zagreb. Faculty of Agriculture,N,N,N,N
36127,36127,Y,University of Zagreb. Faculty of Food Technology and Biotechnology,N,N,N,N
36128,36128,Y,University of Zagreb. Faculty of Physical Education,N,N,N,N
36129,36129,Y,University of Zagreb. Faculty of Political Sciences,N,N,N,N
36130,36130,Y,"University of Zagreb, School of Medicine",N,N,N,N
36131,36131,Y,Michigan State University. Cooperative Extension Service,N,N,N,N
36132,36132,Y,Michigan State University. Agricultural Experiment Station,N,N,N,N
36200,36200,Y,2x4 (Design studio),N,N,N,N
36207,36207,Y,Chamber of Commerce of the United States of America,N,N,N,N
36224,36224,Y,Neal Hutcheson,N,N,N,N
36226,36226,Y,"Fair Trade Fund, Inc.",N,N,N,N
36233,36233,Y,Weston A. Price Foundation,N,N,N,N
36234,36234,Y,Documentary Educational Resources,N,N,N,N
36235,36235,Y,Oregon State University. Extension and Experiment Station Communications,N,N,N,N
36252,36252,Y,American Folklife Center,N,N,N,N
36253,36253,Y,Library of Congress. Copyright Office,N,N,N,N
36254,36254,Y,Library of Congress. Development Office,N,N,N,N
36255,36255,Y,Library of Congress. Congressional Research Service,N,N,N,N
36256,36256,Y,AbeBooks,N,N,N,N
36257,36257,Y,Ambrose Video Publishing,N,N,N,N
36258,36258,Y,"Annual Reviews, Inc.",N,N,N,N
36259,36259,Y,"Book House, Inc.",N,N,N,N
36260,36260,Y,Bullfrog Films,N,N,N,N
36261,36261,Y,CambridgeSoft Corporation,N,N,N,N
36265,36265,Y,WGSN,N,Y,N,N
36267,36267,Y,Detroit Body Products,N,N,N,N
36268,36268,Y,Dosch Design,N,N,N,N
36269,36269,Y,Dun & Bradstreet Corporation,N,N,N,N
36270,36270,Y,"ebrary, Inc.",N,N,N,N
36271,36271,Y,"Filmakers Library, inc.",N,N,N,N
36272,36272,Y,Gnomon Workshop,N,N,N,N
36273,36273,Y,HF Group,N,N,N,N
36274,36274,Y,IBISWorld Pty Ltd,N,N,N,N
36276,36276,Y,Infobase Publishing,N,N,N,N
36277,36277,Y,Insight Media,N,N,N,N
36278,36278,Y,Ithaka,N,N,N,N
36279,36279,Y,"Jonathan A. Hill Bookseller, Inc.",N,N,N,N
36326,36326,Y,Lyrasis,N,N,N,N
36327,36327,Y,"Mergent, Inc.",N,N,N,N
36328,36328,Y,National Academies Press (U.S.),N,N,N,N
36329,36329,Y,NCSU Bookstore,N,Y,N,N
36330,36330,Y,Optical Society (Great Britain),N,N,N,N
36331,36331,Y, Routledge (Firm),N,N,N,N
36333,36333,Y,yb,N,N,N,N
36334,36334,Y,"Landmark Media, Inc.",N,N,N,N
36335,36335,Y,National Research Council of Canada. Office of Information Services,N,N,N,N
36340,36340,Y,Knovel (Firm),N,N,N,N
36341,36341,Y,"NewsBank, inc.",N,Y,N,N
36342,36342,Y,International Energy Agency,N,Y,Y,N
36344,36344,Y,Primary Source Media (Firm),N,N,N,N
36345,36345,Y,West Publishing Company,N,N,N,N
36346,36346,Y,Yale University. Library,N,N,N,N
36347,36347,Y,"Sage Publications, inc.",N,N,N,N
36348,36348,Y,Standard and PoorÕs Corporation,N,N,N,N
36349,36349,Y,Kaplan AEC Education,N,N,N,N
36350,36350,Y,Kosmas,N,N,N,N
36352,36352,Y,MARCIVE Inc.,N,N,N,N
36354,36354,Y,Scholarly Publishing and Academic Resources Coalition,N,N,N,N
36356,36356,Y,"Corporate Library, LLC",N,N,N,N
36361,36361,Y,Oldenbourg Wissenschaftsverlag,N,N,N,N
36362,36362,Y,Informa (Firm),N,N,N,N
36363,36363,Y,Johnson Graduate School of Management (Cornell University),N,N,N,N
36367,36367,Y,Association for the Severely Handicapped,N,N,N,N
36368,36368,Y,International Code Council,N,N,Y,N
37672,37672,Y,Association of Southeastern Research Libraries,N,Y,Y,N
37725,37725,Y,Canada. Forestry Canada,N,N,Y,N
38562,38562,Y,International Federation of Library Associations and Institutions,N,N,Y,N
38792,38792,Y,Journal of Roman Archaeology,N,N,Y,N
38828,38828,Y,Law Journal Seminars-Press,N,Y,N,N
38881,38881,Y,HathiTrust,N,N,N,N
38903,38903,Y,LOCKSS,N,N,N,N
38904,38904,Y,Uitgeverij 010,N,N,Y,N
38906,38906,Y,"Agritech Consultants, Inc.",N,N,N,N
38907,38907,Y,AK Press,N,N,N,N
38908,38908,Y,"Akademie-Verlag (Berlin, Germany) ",N,N,N,N
38937,38937,Y,Turpion Limited,N,N,N,N
38946,38946,Y,W.B. Saunders & Company,N,N,N,N
38947,38947,Y,Harcourt Brace Professional Publishing,N,N,N,N
38972,38972,Y,publisher not identified,N,N,Y,N
38982,38982,Y,American College of Veterinary Surgeons,N,Y,Y,N
39013,39013,Y,Gustavo Gili SA,N,Y,N,N
39018,39018,Y,Mowbray,N,N,N,N
39019,39019,Y,Great Britain. Her Majesty's Stationery Office,N,N,N,N
39020,39020,Y,United States. Government Printing Office,N,N,N,N
39021,39021,Y,Heinemann (Firm),N,N,N,N
39024,39024,Y,Butterworth-Heinemann (Firm),N,N,N,N
39025,39025,Y,Reuben H. Donnelley Corporation,N,N,N,N
39026,39026,Y,"Peter Peregrinus, Ltd.",N,N,N,N
39027,39027,Y,Bayer CropScience,N,N,N,N
39028,39028,Y,Birkh_user Verlag,N,N,N,N
39031,39031,Y,Columbia University. Press,N,N,N,N
39037,39037,Y,NorthEast Research Libraries,N,N,N,N
39039,39039,Y,Buckminster Fuller Institute,N,N,N,N
39040,39040,Y,American College of Veterinary Opthalmologists,N,N,N,N
39041,39041,Y,American Pet Products Association,N,N,N,N
39042,39042,Y,Amwell Book Company,N,N,N,N
39043,39043,Y,Animal Reproduction Systems,N,N,N,N
39044,39044,Y,Arab Film Distribution,N,N,N,N
39045,39045,Y,Architectuurantiquariaat Opbouw,N,N,N,N
39046,39046,Y,ASPCA Store,N,N,N,N
39047,39047,Y,Association of Research Libraries. Office of Management Services,N,N,N,N
39049,39049,Y,Associated Koi Clubs of America,N,N,Y,N
39050,39050,Y,Australian Graphic Design Association,N,N,N,N
39051,39051,Y,Australian National University E Press,N,N,N,N
39053,39053,Y,Autonomedia book,N,N,N,N
39054,39054,Y,Bagchee Associates,N,N,N,N
39055,39055,Y,Ballistic Publishing,N,N,N,N
39056,39056,Y,Behave Tech Publishing,N,N,N,N
39057,39057,Y,Bellowing Ark Press,N,N,N,N
39058,39058,Y,ACTEX Publications (Firm),N,N,N,N
39059,39059,Y,Alibris (Firm),N,N,N,N
39060,39060,Y,A.S. Pratt & Sons,N,Y,Y,N
39061,39061,Y,Bergoglio Libri d'Epoca,N,N,N,N
39062,39062,Y,Berwyn Books,N,N,N,N
39063,39063,Y,Between the Covers Rare Books,N,N,N,N
39064,39064,Y,Blurb,N,N,N,N
39066,39066,Y,BNA Books. Publisher,N,N,N,N
39067,39067,Y,Brand New Day Consulting,N,N,N,N
39068,39068,Y,Brian Hampson,N,N,N,N
39069,39069,Y,Broken Pencil Productions,N,N,N,N
39070,39070,Y,"Bureau of National Affairs (Arlington, Va.)",N,N,N,N
39072,39072,Y,"California State Polytechnic University, Pomona",N,N,Y,N
39073,39073,Y,Louise Wells Cameron Art Museum,N,N,N,N
39075,39075,Y,Canobie Films (Firm),N,N,N,N
39076,39076,Y,"Carleton College (Northfield, Minn.)",N,N,N,N
39077,39077,Y,Casa del Libro,N,N,N,N
39078,39078,Y,Cascadilla Press,N,N,N,N
39079,39079,Y,CDGO.com,N,N,N,N
39080,39080,Y,Center for Research Libraries (U.S.),N,N,N,N
39081,39081,Y,"Creative Educational Video, Inc",N,N,N,N
39082,39082,Y,Checkerboard Foundation,N,N,N,N
39085,39085,Y,China Scientific Book Services,N,N,N,N
39086,39086,Y,Chocolate Box Entertainment,N,N,N,N
39087,39087,Y,Chronicle Research Services,N,N,N,N
39088,39088,Y,Cine Qua Non (Firm),N,N,N,N
39089,39089,Y,Cold Spring Harbor Laboratory (Press),N,N,N,N
39090,39090,Y,Colorado State University. College of Veterinary Medicine and Biomedical Sciences,N,N,N,N
39091,39091,Y,"Conservation Planning Technologies, Inc.",N,N,N,N
39092,39092,Y,"Smithsonian Institution. Libraries. Cooper-Hewitt, National Design Museum Branch",N,N,N,N
39093,39093,Y,CreateSpace,N,N,N,N
39094,39094,Y,Culinary and Hospitality Industry Publications Services,N,N,N,N
39096,39096,Y,Curran Associates,N,N,N,N
39097,39097,Y,"Current Conceptions, Inc.",N,N,N,N
39098,39098,Y,Davison Publishing Co.,N,N,N,N
39099,39099,Y,DeGolyer Library,N,N,N,N
39100,39100,Y,Post Press,N,N,N,N
39101,39101,Y,Digital resources for Veterinary Trainers,N,N,N,N
39102,39102,Y,Discovery Channel (Firm),N,N,N,N
39103,39103,Y,D.K. Agencies,N,N,N,N
39104,39104,Y,Dogwise Publishing,N,N,N,N
39105,39105,Y,dvdgo,N,N,N,N
39107,39107,Y,E & E Publishing,N,N,Y,N
39108,39108,Y,Entomological Society of Canada (1951- ),N,N,N,N
39109,39109,Y,Equine Animations,N,N,N,N
39110,39110,Y,Universita?t Zu?rich. Pferdeklinik,N,N,N,N
39112,39112,Y,Exclusively Equine,N,N,N,N
39113,39113,Y,Exotic India,N,N,N,N
39114,39114,Y,Fiber Economics Bureau,N,Y,Y,N
39115,39115,Y,Filander Verlag,N,N,N,N
39116,39116,Y,Film Baby (Firm),N,N,N,N
39117,39117,Y,Films for the Humanities & Sciences,N,N,N,N
39118,39118,Y,Charles Scribner and Company,N,N,N,N
39120,39120,Y,First-Run Features (Firm),N,N,N,N
39121,39121,Y,C.V. Mosby Company,N,N,N,N
39122,39122,Y,Frelax,N,N,N,N
39124,39124,Y,Gemeinsame Verlagsauslieferung,N,N,N,N
39125,39125,Y,Cahners Business Information (Firm),N,N,N,N
39126,39126,Y,Verlag Georg D.W. Callwey,N,N,N,N
39127,39127,Y,"Gingko Press, Inc.",N,N,N,N
39128,39128,Y,Canada. Dept. of Agriculture,N,N,N,N
